PSC	0	12ISO03	2661076	867043	570035	868221	568857	0	7.2	0	0	0	178870
PSC	0	01C02	2702680	942981	525029	884133	583877	0	13.5	0	0	0	106334
PSC	0	09H03	2650890	898528	624930	919029	604429	0	12.4	0	0	0	102676
PSC	0	18C02	2731471	910309	538061	872882	575488	0	13.8	0	0	0	97183
PSC	0	28L01	2712907	886406	573430	879125	580711	0	12.0	0	0	0	104281
PSC	0	36O02	2704317	908875	553151	881522	580504	0	11.8	0	0	0	110681
PSC	0	44O03	2536077	772157	875370	993219	654308	0	10.1	0	0	0	93420
PSC	0	13ISO03	2699789	985220	468341	876911	576650	0	10.8	0	0	0	123674
PSC	0	02H02	2710205	894599	563259	879650	578208	0	11.3	0	0	0	108961
PSC	0	10O02	2631195	796332	755458	935966	615824	0	11.4	0	0	0	94039
PSC	0	19L02	2729005	912888	522581	865605	569864	0	12.1	0	0	0	112550
PSC	0	28L03	2680492	858468	634639	900684	592423	0	11.6	0	0	0	103425
PSC	0	37O01	2643911	914098	603820	915051	602867	0	11.3	0	0	0	115195
PSC	0	45H02	2739915	944140	472426	853900	562666	0	11.5	0	0	0	120543
PSC	0	14ISO02	2703613	923047	554852	890712	587187	0	16.1	0	0	0	95512
PSC	0	03O01	2752067	957645	445523	845912	557256	0	11.6	0	0	0	121789
PSC	0	11H01	2711890	899971	539808	868127	571652	0	10.0	0	0	0	125355
PSC	0	20L01	2680681	925241	551392	889361	587272	0	10.8	0	0	0	119710
PSC	0	29H02	2654599	919489	581787	904703	596573	0	10.9	0	0	0	121149
PSC	0	37O03	2605900	844595	725502	946771	623326	0	10.9	0	0	0	101027
PSC	0	46C01	2664214	910120	586457	901849	594728	0	12.2	0	0	0	116233
PSC	0	15ISO01	2682289	936048	529455	884465	581038	0	10.1	0	0	0	129232
PSC	0	03O03	2673726	883401	601846	895856	589391	0	11.4	0	0	0	118051
PSC	0	11H03	2724783	902955	517164	856347	563772	0	11.9	0	0	0	132122
PSC	0	20L03	2684796	906374	582460	896637	592197	0	15.1	0	0	0	103394
PSC	0	30L01	2649278	925097	582041	908340	598798	0	12.3	0	0	0	120608
PSC	0	38L02	2668966	917490	567834	896559	588765	0	11.1	0	0	0	122734
PSC	0	47O01	2638309	878185	658227	926420	609992	0	13.8	0	0	0	102303
PSC	0	16ISO01	2744424	943645	461236	846444	558437	0	11.7	0	0	0	127719
PSC	0	04O02	2623248	854521	668610	919418	603713	0	10.6	0	0	0	130645
PSC	0	12L02	2715999	859926	558157	856500	561583	0	9.9	0	0	0	142942
PSC	0	21H02	2555652	790823	818226	970979	638070	0	10.5	0	0	0	112323
